is_deleted;account_id;balance_date;closing_available_balance;closing_balance;closing_balance_national;credit_turn_over;credit_turn_over_national;currency;debet_turn_over;debet_turn_over_national;opening_balance;opening_balance_national;rate
0;KZ75125RUB2069100101;2015-12-10;1767;1767;883.5;49;24.5;RUB;null;null;1718;859;0.5
0;KZ75125RUB2069100101;2015-12-11;1725;1725;862.5;null;null;RUB;42;21;1767;883.5;0.5
0;KZ75125RUB2069100101;2015-12-12;1667;1667;833.5;null;null;RUB;58;29;1725;862.5;0.5
0;KZ75125RUB2069100101;2015-12-13;1671;1671;835.5;4;2;RUB;null;null;1667;833.5;0.5
0;KZ75125RUB2069100101;2015-12-14;1687;1687;843.5;16;8;RUB;null;null;1671;835.5;0.5
0;KZ75125RUB2069100101;2015-12-15;1594;1594;797;null;null;RUB;93;46.5;1687;843.5;0.5
0;KZ75125RUB2069100101;2015-12-16;1523;1523;761.5;null;null;RUB;71;35.5;1594;797;0.5
0;KZ75125RUB2069100101;2015-12-17;1516;1516;758;null;null;RUB;7;3.5;1523;761.5;0.5
0;KZ75125RUB2069100101;2015-12-18;1556;1556;778;40;20;RUB;null;null;1516;758;0.5
0;KZ75125RUB2069100101;2015-12-19;1506;1506;753;null;null;RUB;50;25;1556;778;0.5
0;KZ75125RUB2069100101;2015-12-20;1493;1493;746.5;null;null;RUB;13;6.5;1506;753;0.5
0;KZ75125RUB2069100101;2015-12-21;1472;1472;736;null;null;RUB;21;10.5;1493;746.5;0.5
0;KZ75125RUB2069100101;2015-12-22;1386;1386;693;null;null;RUB;86;43;1472;736;0.5
0;KZ75125RUB2069100101;2015-12-23;1348;1348;674;null;null;RUB;38;19;1386;693;0.5
0;KZ75125RUB2069100101;2015-12-24;1289;1289;644.5;null;null;RUB;59;29.5;1348;674;0.5
0;KZ75125RUB2069100101;2015-12-25;1223;1223;611.5;null;null;RUB;66;33;1289;644.5;0.5
0;KZ75125RUB2069100101;2015-12-26;1237;1237;618.5;14;7;RUB;null;null;1223;611.5;0.5
0;KZ75125RUB2069100101;2015-12-27;1335;1335;667.5;98;49;RUB;null;null;1237;618.5;0.5
0;KZ75125RUB2069100101;2015-12-28;1363;1363;681.5;28;14;RUB;null;null;1335;667.5;0.5
0;KZ75125RUB2069100101;2015-12-29;1277;1277;638.5;null;null;RUB;86;43;1363;681.5;0.5
0;KZ75125RUB2069100101;2015-12-30;1339;1339;669.5;62;31;RUB;null;null;1277;638.5;0.5
0;KZ75125RUB2069100101;2015-12-31;1339;1339;669.5;null;null;RUB;0;0;1339;669.5;0.5
0;KZ75125RUB2069100101;2016-01-01;1404;1404;702;65;32.5;RUB;null;null;1339;669.5;0.5
0;KZ75125RUB2069100101;2016-01-02;1462;1462;731;58;29;RUB;null;null;1404;702;0.5
0;KZ75125RUB2069100101;2016-01-03;1492;1492;746;30;15;RUB;null;null;1462;731;0.5
0;KZ75125RUB2069100101;2016-01-04;1537;1537;768.5;45;22.5;RUB;null;null;1492;746;0.5
0;KZ75125RUB2069100101;2016-01-05;1609;1609;804.5;72;36;RUB;null;null;1537;768.5;0.5
0;KZ75125RUB2069100101;2016-01-06;1614;1614;807;5;2.5;RUB;null;null;1609;804.5;0.5
0;KZ75125RUB2069100101;2016-01-07;1602;1602;801;null;null;RUB;12;6;1614;807;0.5
0;KZ75125RUB2069100101;2016-01-08;1696;1696;848;94;47;RUB;null;null;1602;801;0.5
0;KZ75125RUB2069100101;2016-01-09;1707;1707;853.5;11;5.5;RUB;null;null;1696;848;0.5
0;KZ75125RUB2069100101;2016-01-10;1669;1669;834.5;null;null;RUB;38;19;1707;853.5;0.5
0;KZ75125RUB2069100101;2016-01-11;1754;1754;877;85;42.5;RUB;null;null;1669;834.5;0.5
0;KZ75125RUB2069100101;2016-01-12;1771;1771;885.5;17;8.5;RUB;null;null;1754;877;0.5
0;KZ75125RUB2069100101;2016-01-13;1834;1834;917;63;31.5;RUB;null;null;1771;885.5;0.5
0;KZ75125RUB2069100101;2016-01-14;1879;1879;939.5;45;22.5;RUB;null;null;1834;917;0.5
0;KZ75125RUB2069100101;2016-01-15;1943;1943;971.5;64;32;RUB;null;null;1879;939.5;0.5
0;KZ75125RUB2069100101;2016-01-16;1889;1889;944.5;null;null;RUB;54;27;1943;971.5;0.5
0;KZ75125RUB2069100101;2016-01-17;1872;1872;936;null;null;RUB;17;8.5;1889;944.5;0.5
0;KZ75125RUB2069100101;2016-01-18;1844;1844;922;null;null;RUB;28;14;1872;936;0.5
0;KZ75125RUB2069100101;2016-01-19;1817;1817;908.5;null;null;RUB;27;13.5;1844;922;0.5
0;KZ75125RUB2069100101;2016-01-20;1794;1794;897;null;null;RUB;23;11.5;1817;908.5;0.5
0;KZ75125RUB2069100101;2016-01-21;1696;1696;848;null;null;RUB;98;49;1794;897;0.5
0;KZ75125RUB2069100101;2016-01-22;1741;1741;870.5;45;22.5;RUB;null;null;1696;848;0.5
0;KZ75125RUB2069100101;2016-01-23;1705;1705;852.5;null;null;RUB;36;18;1741;870.5;0.5
0;KZ75125RUB2069100101;2016-01-24;1758;1758;879;53;26.5;RUB;null;null;1705;852.5;0.5
0;KZ75125RUB2069100101;2016-01-25;1687;1687;843.5;null;null;RUB;71;35.5;1758;879;0.5
0;KZ75125RUB2069100101;2016-01-26;1758;1758;879;71;35.5;RUB;null;null;1687;843.5;0.5
0;KZ75125RUB2069100101;2016-01-27;1843;1843;921.5;85;42.5;RUB;null;null;1758;879;0.5
0;KZ75125RUB2069100101;2016-01-28;1788;1788;894;null;null;RUB;55;27.5;1843;921.5;0.5
0;KZ75125RUB2069100101;2016-01-29;1759;1759;879.5;null;null;RUB;29;14.5;1788;894;0.5
0;KZ75125RUB2069100101;2016-01-30;1819;1819;909.5;60;30;RUB;null;null;1759;879.5;0.5
0;KZ75125RUB2069100101;2016-01-31;1781;1781;890.5;null;null;RUB;38;19;1819;909.5;0.5
0;KZ75125RUB2069100101;2016-02-01;1722;1722;861;null;null;RUB;59;29.5;1781;890.5;0.5
0;KZ75125RUB2069100101;2016-02-02;1786;1786;893;64;32;RUB;null;null;1722;861;0.5
0;KZ75125RUB2069100101;2016-02-03;1751;1751;875.5;null;null;RUB;35;17.5;1786;893;0.5
0;KZ75125RUB2069100101;2016-02-04;1725;1725;862.5;null;null;RUB;26;13;1751;875.5;0.5
0;KZ75125RUB2069100101;2016-02-05;1628;1628;814;null;null;RUB;97;48.5;1725;862.5;0.5
0;KZ75125RUB2069100101;2016-02-06;1668;1668;834;40;20;RUB;null;null;1628;814;0.5
0;KZ75125RUB2069100101;2016-02-07;1645;1645;822.5;null;null;RUB;23;11.5;1668;834;0.5
0;KZ75125RUB2069100101;2016-02-08;1698;1698;849;53;26.5;RUB;null;null;1645;822.5;0.5
0;KZ75125RUB2069100101;2016-02-09;1636;1636;818;null;null;RUB;62;31;1698;849;0.5
0;KZ75125RUB2069100101;2016-02-10;1679;1679;839.5;43;21.5;RUB;null;null;1636;818;0.5
0;KZ75125RUB2069100101;2016-02-11;1668;1668;834;null;null;RUB;11;5.5;1679;839.5;0.5
0;KZ75125RUB2069100101;2016-02-12;1767;1767;883.5;99;49.5;RUB;null;null;1668;834;0.5
0;KZ75125RUB2069100101;2016-02-13;1687;1687;843.5;null;null;RUB;80;40;1767;883.5;0.5
0;KZ75125RUB2069100101;2016-02-14;1757;1757;878.5;70;35;RUB;null;null;1687;843.5;0.5
0;KZ75125RUB2069100101;2016-02-15;1847;1847;923.5;90;45;RUB;null;null;1757;878.5;0.5
0;KZ75125RUB2069100101;2016-02-16;1885;1885;942.5;38;19;RUB;null;null;1847;923.5;0.5
0;KZ75125RUB2069100101;2016-02-17;1825;1825;912.5;null;null;RUB;60;30;1885;942.5;0.5
0;KZ75125RUB2069100101;2016-02-18;1847;1847;923.5;22;11;RUB;null;null;1825;912.5;0.5
0;KZ75125RUB2069100101;2016-02-19;1875;1875;937.5;28;14;RUB;null;null;1847;923.5;0.5
0;KZ75125RUB2069100101;2016-02-20;1785;1785;892.5;null;null;RUB;90;45;1875;937.5;0.5
0;KZ75125RUB2069100101;2016-02-21;1815;1815;907.5;30;15;RUB;null;null;1785;892.5;0.5
0;KZ75125RUB2069100101;2016-02-22;1883;1883;941.5;68;34;RUB;null;null;1815;907.5;0.5
0;KZ75125RUB2069100101;2016-02-23;1835;1835;917.5;null;null;RUB;48;24;1883;941.5;0.5
0;KZ75125RUB2069100101;2016-02-24;1843;1843;921.5;8;4;RUB;null;null;1835;917.5;0.5
0;KZ75125RUB2069100101;2016-02-25;1792;1792;896;null;null;RUB;51;25.5;1843;921.5;0.5
0;KZ75125RUB2069100101;2016-02-26;1719;1719;859.5;null;null;RUB;73;36.5;1792;896;0.5
0;KZ75125RUB2069100101;2016-02-27;1736;1736;868;17;8.5;RUB;null;null;1719;859.5;0.5
0;KZ75125RUB2069100101;2016-02-28;1700;1700;850;null;null;RUB;36;18;1736;868;0.5
0;KZ75125RUB2069100101;2016-02-29;1724;1724;862;24;12;RUB;null;null;1700;850;0.5
0;KZ75125RUB2069100101;2016-03-01;1757;1757;878.5;33;16.5;RUB;null;null;1724;862;0.5
0;KZ75125RUB2069100101;2016-03-02;1740;1740;870;null;null;RUB;17;8.5;1757;878.5;0.5
0;KZ75125RUB2069100101;2016-03-03;1664;1664;832;null;null;RUB;76;38;1740;870;0.5
0;KZ75125RUB2069100101;2016-03-04;1763;1763;881.5;99;49.5;RUB;null;null;1664;832;0.5
0;KZ75125RUB2069100101;2016-03-05;1793;1793;896.5;30;15;RUB;null;null;1763;881.5;0.5
0;KZ75125RUB2069100101;2016-03-06;1874;1874;937;81;40.5;RUB;null;null;1793;896.5;0.5
0;KZ75125RUB2069100101;2016-03-07;1812;1812;906;null;null;RUB;62;31;1874;937;0.5
0;KZ75125RUB2069100101;2016-03-08;1753;1753;876.5;null;null;RUB;59;29.5;1812;906;0.5
0;KZ75125RUB2069100101;2016-03-09;1788;1788;894;35;17.5;RUB;null;null;1753;876.5;0.5
0;KZ75125RUB2069100101;2016-03-10;1859;1859;929.5;71;35.5;RUB;null;null;1788;894;0.5
0;KZ75125RUB2069100101;2016-03-11;1857;1857;928.5;null;null;RUB;2;1;1859;929.5;0.5
0;KZ75125RUB2069100101;2016-03-12;1758;1758;879;null;null;RUB;99;49.5;1857;928.5;0.5
0;KZ75125RUB2069100101;2016-03-13;1831;1831;915.5;73;36.5;RUB;null;null;1758;879;0.5
0;KZ75125RUB2069100101;2016-03-14;1846;1846;923;15;7.5;RUB;null;null;1831;915.5;0.5
0;KZ75125RUB2069100101;2016-03-15;1785;1785;892.5;null;null;RUB;61;30.5;1846;923;0.5
0;KZ75125RUB2069100101;2016-03-16;1731;1731;865.5;null;null;RUB;54;27;1785;892.5;0.5
0;KZ75125RUB2069100101;2016-03-17;1696;1696;848;null;null;RUB;35;17.5;1731;865.5;0.5
0;KZ75125RUB2069100101;2016-03-18;1623;1623;811.5;null;null;RUB;73;36.5;1696;848;0.5
0;KZ75125RUB2069100101;2016-03-19;1699;1699;849.5;76;38;RUB;null;null;1623;811.5;0.5
0;KZ75125RUB2069100101;2016-03-20;1772;1772;886;73;36.5;RUB;null;null;1699;849.5;0.5
0;KZ75125RUB2069100101;2016-03-21;1699;1699;849.5;null;null;RUB;73;36.5;1772;886;0.5
0;KZ75125RUB2069100101;2016-03-22;1751;1751;875.5;52;26;RUB;null;null;1699;849.5;0.5
0;KZ75125RUB2069100101;2016-03-23;1799;1799;899.5;48;24;RUB;null;null;1751;875.5;0.5
0;KZ75125RUB2069100101;2016-03-24;1897;1897;948.5;98;49;RUB;null;null;1799;899.5;0.5
0;KZ75125RUB2069100101;2016-03-25;1800;1800;900;null;null;RUB;97;48.5;1897;948.5;0.5
0;KZ75125RUB2069100101;2016-03-26;1899;1899;949.5;99;49.5;RUB;null;null;1800;900;0.5
0;KZ75125RUB2069100101;2016-03-27;1935;1935;967.5;36;18;RUB;null;null;1899;949.5;0.5
0;KZ75125RUB2069100101;2016-03-28;1963;1963;981.5;28;14;RUB;null;null;1935;967.5;0.5
0;KZ75125RUB2069100101;2016-03-29;1885;1885;942.5;null;null;RUB;78;39;1963;981.5;0.5
0;KZ75125RUB2069100101;2016-03-30;1796;1796;898;null;null;RUB;89;44.5;1885;942.5;0.5
0;KZ75125RUB2069100101;2016-03-31;1845;1845;922.5;49;24.5;RUB;null;null;1796;898;0.5
0;KZ75125RUB2069100101;2016-04-01;1805;1805;902.5;null;null;RUB;40;20;1845;922.5;0.5
0;KZ75125RUB2069100101;2016-04-02;1739;1739;869.5;null;null;RUB;66;33;1805;902.5;0.5
0;KZ75125RUB2069100101;2016-04-03;1716;1716;858;null;null;RUB;23;11.5;1739;869.5;0.5
0;KZ75125RUB2069100101;2016-04-04;1795;1795;897.5;79;39.5;RUB;null;null;1716;858;0.5
0;KZ75125RUB2069100101;2016-04-05;1855;1855;927.5;60;30;RUB;null;null;1795;897.5;0.5
0;KZ75125RUB2069100101;2016-04-06;1826;1826;913;null;null;RUB;29;14.5;1855;927.5;0.5
0;KZ75125RUB2069100101;2016-04-07;1800;1800;900;null;null;RUB;26;13;1826;913;0.5
0;KZ75125RUB2069100101;2016-04-08;1724;1724;862;null;null;RUB;76;38;1800;900;0.5
0;KZ75125RUB2069100101;2016-04-09;1777;1777;888.5;53;26.5;RUB;null;null;1724;862;0.5
0;KZ75125RUB2069100101;2016-04-10;1851;1851;925.5;74;37;RUB;null;null;1777;888.5;0.5
0;KZ75125RUB2069100101;2016-04-11;1767;1767;883.5;null;null;RUB;84;42;1851;925.5;0.5
0;KZ75125RUB2069100101;2016-04-12;1826;1826;913;59;29.5;RUB;null;null;1767;883.5;0.5
0;KZ75125RUB2069100101;2016-04-13;1827;1827;913.5;1;0.5;RUB;null;null;1826;913;0.5
0;KZ75125RUB2069100101;2016-04-14;1905;1905;952.5;78;39;RUB;null;null;1827;913.5;0.5
0;KZ75125RUB2069100101;2016-04-15;2002;2002;1001;97;48.5;RUB;null;null;1905;952.5;0.5
0;KZ75125RUB2069100101;2016-04-16;2001;2001;1000.5;null;null;RUB;1;0.5;2002;1001;0.5
0;KZ75125RUB2069100101;2016-04-17;2055;2055;1027.5;54;27;RUB;null;null;2001;1000.5;0.5
0;KZ75125RUB2069100101;2016-04-18;2080;2080;1040;25;12.5;RUB;null;null;2055;1027.5;0.5
0;KZ75125RUB2069100101;2016-04-19;2045;2045;1022.5;null;null;RUB;35;17.5;2080;1040;0.5
0;KZ75125RUB2069100101;2016-04-20;2060;2060;1030;15;7.5;RUB;null;null;2045;1022.5;0.5
0;KZ75125RUB2069100101;2016-04-21;1972;1972;986;null;null;RUB;88;44;2060;1030;0.5
0;KZ75125RUB2069100101;2016-04-22;2043;2043;1021.5;71;35.5;RUB;null;null;1972;986;0.5
0;KZ75125RUB2069100101;2016-04-23;2040;2040;1020;null;null;RUB;3;1.5;2043;1021.5;0.5
0;KZ75125RUB2069100101;2016-04-24;2066;2066;1033;26;13;RUB;null;null;2040;1020;0.5
0;KZ75125RUB2069100101;2016-04-25;2065;2065;1032.5;null;null;RUB;1;0.5;2066;1033;0.5
0;KZ75125RUB2069100101;2016-04-26;1976;1976;988;null;null;RUB;89;44.5;2065;1032.5;0.5
0;KZ75125RUB2069100101;2016-04-27;1987;1987;993.5;11;5.5;RUB;null;null;1976;988;0.5
0;KZ75125RUB2069100101;2016-04-28;1928;1928;964;null;null;RUB;59;29.5;1987;993.5;0.5
0;KZ75125RUB2069100101;2016-04-29;1971;1971;985.5;43;21.5;RUB;null;null;1928;964;0.5
0;KZ75125RUB2069100101;2016-04-30;2032;2032;1016;61;30.5;RUB;null;null;1971;985.5;0.5
0;KZ75125RUB2069100101;2016-05-01;2032;2032;1016;null;null;RUB;0;0;2032;1016;0.5
0;KZ75125RUB2069100101;2016-05-02;1990;1990;995;null;null;RUB;42;21;2032;1016;0.5
0;KZ75125RUB2069100101;2016-05-03;2066;2066;1033;76;38;RUB;null;null;1990;995;0.5
0;KZ75125RUB2069100101;2016-05-04;2103;2103;1051.5;37;18.5;RUB;null;null;2066;1033;0.5
0;KZ75125RUB2069100101;2016-05-05;2010;2010;1005;null;null;RUB;93;46.5;2103;1051.5;0.5
0;KZ75125RUB2069100101;2016-05-06;2071;2071;1035.5;61;30.5;RUB;null;null;2010;1005;0.5
0;KZ75125RUB2069100101;2016-05-07;2052;2052;1026;null;null;RUB;19;9.5;2071;1035.5;0.5
0;KZ75125RUB2069100101;2016-05-08;2012;2012;1006;null;null;RUB;40;20;2052;1026;0.5
0;KZ75125RUB2069100101;2016-05-09;2038;2038;1019;26;13;RUB;null;null;2012;1006;0.5
0;KZ75125RUB2069100101;2016-05-10;2052;2052;1026;14;7;RUB;null;null;2038;1019;0.5
0;KZ75125RUB2069100101;2016-05-11;2081;2081;1040.5;29;14.5;RUB;null;null;2052;1026;0.5
0;KZ75125RUB2069100101;2016-05-12;2004;2004;1002;null;null;RUB;77;38.5;2081;1040.5;0.5
0;KZ75125RUB2069100101;2016-05-13;1933;1933;966.5;null;null;RUB;71;35.5;2004;1002;0.5
0;KZ75125RUB2069100101;2016-05-14;1901;1901;950.5;null;null;RUB;32;16;1933;966.5;0.5
0;KZ75125RUB2069100101;2016-05-15;1953;1953;976.5;52;26;RUB;null;null;1901;950.5;0.5
0;KZ75125RUB2069100101;2016-05-16;1997;1997;998.5;44;22;RUB;null;null;1953;976.5;0.5
0;KZ75125RUB2069100101;2016-05-17;2088;2088;1044;91;45.5;RUB;null;null;1997;998.5;0.5
0;KZ75125RUB2069100101;2016-05-18;2008;2008;1004;null;null;RUB;80;40;2088;1044;0.5
0;KZ75125RUB2069100101;2016-05-19;2010;2010;1005;2;1;RUB;null;null;2008;1004;0.5
0;KZ75125RUB2069100101;2016-05-20;1921;1921;960.5;null;null;RUB;89;44.5;2010;1005;0.5
0;KZ75125RUB2069100101;2016-05-21;1919;1919;959.5;null;null;RUB;2;1;1921;960.5;0.5
0;KZ75125RUB2069100101;2016-05-22;1879;1879;939.5;null;null;RUB;40;20;1919;959.5;0.5
0;KZ75125RUB2069100101;2016-05-23;1924;1924;962;45;22.5;RUB;null;null;1879;939.5;0.5
0;KZ75125RUB2069100101;2016-05-24;1954;1954;977;30;15;RUB;null;null;1924;962;0.5
0;KZ75125RUB2069100101;2016-05-25;2016;2016;1008;62;31;RUB;null;null;1954;977;0.5
0;KZ75125RUB2069100101;2016-05-26;1987;1987;993.5;null;null;RUB;29;14.5;2016;1008;0.5
0;KZ75125RUB2069100101;2016-05-27;1952;1952;976;null;null;RUB;35;17.5;1987;993.5;0.5
0;KZ75125RUB2069100101;2016-05-28;1912;1912;956;null;null;RUB;40;20;1952;976;0.5
0;KZ75125RUB2069100101;2016-05-29;1852;1852;926;null;null;RUB;60;30;1912;956;0.5
0;KZ75125RUB2069100101;2016-05-30;1903;1903;951.5;51;25.5;RUB;null;null;1852;926;0.5
0;KZ75125RUB2069100101;2016-05-31;1928;1928;964;25;12.5;RUB;null;null;1903;951.5;0.5
0;KZ75125RUB2069100101;2016-06-01;1842;1842;921;null;null;RUB;86;43;1928;964;0.5
0;KZ75125RUB2069100101;2016-06-02;1936;1936;968;94;47;RUB;null;null;1842;921;0.5
0;KZ75125RUB2069100101;2016-06-03;1872;1872;936;null;null;RUB;64;32;1936;968;0.5
0;KZ75125RUB2069100101;2016-06-04;1923;1923;961.5;51;25.5;RUB;null;null;1872;936;0.5
0;KZ75125RUB2069100101;2016-06-05;1913;1913;956.5;null;null;RUB;10;5;1923;961.5;0.5
0;KZ75125RUB2069100101;2016-06-06;2009;2009;1004.5;96;48;RUB;null;null;1913;956.5;0.5
0;KZ75125RUB2069100101;2016-06-07;1910;1910;955;null;null;RUB;99;49.5;2009;1004.5;0.5
0;KZ75125RUB2069100101;2016-06-08;1874;1874;937;null;null;RUB;36;18;1910;955;0.5
0;KZ75125RUB2069100101;2016-06-09;1823;1823;911.5;null;null;RUB;51;25.5;1874;937;0.5
0;KZ75125RUB2069100101;2016-06-10;1791;1791;895.5;null;null;RUB;32;16;1823;911.5;0.5
0;KZ75125RUB2069100101;2016-06-11;1749;1749;874.5;null;null;RUB;42;21;1791;895.5;0.5
0;KZ75125RUB2069100101;2016-06-12;1804;1804;902;55;27.5;RUB;null;null;1749;874.5;0.5
0;KZ75125RUB2069100101;2016-06-13;1883;1883;941.5;79;39.5;RUB;null;null;1804;902;0.5
0;KZ75125RUB2069100101;2016-06-14;1950;1950;975;67;33.5;RUB;null;null;1883;941.5;0.5
0;KZ75125RUB2069100101;2016-06-15;1949;1949;974.5;null;null;RUB;1;0.5;1950;975;0.5
0;KZ75125RUB2069100101;2016-06-16;2041;2041;1020.5;92;46;RUB;null;null;1949;974.5;0.5
0;KZ75125RUB2069100101;2016-06-17;1982;1982;991;null;null;RUB;59;29.5;2041;1020.5;0.5
0;KZ75125RUB2069100101;2016-06-18;2018;2018;1009;36;18;RUB;null;null;1982;991;0.5
0;KZ75125RUB2069100101;2016-06-19;1940;1940;970;null;null;RUB;78;39;2018;1009;0.5
0;KZ75125RUB2069100101;2016-06-20;1850;1850;925;null;null;RUB;90;45;1940;970;0.5
0;KZ75125RUB2069100101;2016-06-21;1871;1871;935.5;21;10.5;RUB;null;null;1850;925;0.5
0;KZ75125RUB2069100101;2016-06-22;1879;1879;939.5;8;4;RUB;null;null;1871;935.5;0.5
0;KZ75125RUB2069100101;2016-06-23;1780;1780;890;null;null;RUB;99;49.5;1879;939.5;0.5
0;KZ75125RUB2069100101;2016-06-24;1777;1777;888.5;null;null;RUB;3;1.5;1780;890;0.5
0;KZ75125RUB2069100101;2016-06-25;1680;1680;840;null;null;RUB;97;48.5;1777;888.5;0.5
0;KZ75125RUB2069100101;2016-06-26;1623;1623;811.5;null;null;RUB;57;28.5;1680;840;0.5
0;KZ75125RUB2069100101;2016-06-27;1624;1624;812;1;0.5;RUB;null;null;1623;811.5;0.5
0;KZ75125RUB2069100101;2016-06-28;1697;1697;848.5;73;36.5;RUB;null;null;1624;812;0.5
0;KZ75125RUB2069100101;2016-06-29;1695;1695;847.5;null;null;RUB;2;1;1697;848.5;0.5
0;KZ75125RUB2069100101;2016-06-30;1642;1642;821;null;null;RUB;53;26.5;1695;847.5;0.5
0;KZ75125RUB2069100101;2016-07-01;1563;1563;781.5;null;null;RUB;79;39.5;1642;821;0.5
0;KZ75125RUB2069100101;2016-07-02;1608;1608;804;45;22.5;RUB;null;null;1563;781.5;0.5
0;KZ75125RUB2069100101;2016-07-03;1566;1566;783;null;null;RUB;42;21;1608;804;0.5
0;KZ75125RUB2069100101;2016-07-04;1638;1638;819;72;36;RUB;null;null;1566;783;0.5
0;KZ75125RUB2069100101;2016-07-05;1568;1568;784;null;null;RUB;70;35;1638;819;0.5
0;KZ75125RUB2069100101;2016-07-06;1568;1568;784;null;null;RUB;0;0;1568;784;0.5
0;KZ75125RUB2069100101;2016-07-07;1563;1563;781.5;null;null;RUB;5;2.5;1568;784;0.5
0;KZ75125RUB2069100101;2016-07-08;1616;1616;808;53;26.5;RUB;null;null;1563;781.5;0.5
0;KZ75125RUB2069100101;2016-07-09;1590;1590;795;null;null;RUB;26;13;1616;808;0.5
0;KZ75125RUB2069100101;2016-07-10;1671;1671;835.5;81;40.5;RUB;null;null;1590;795;0.5
0;KZ75125RUB2069100101;2016-07-11;1704;1704;852;33;16.5;RUB;null;null;1671;835.5;0.5
0;KZ75125RUB2069100101;2016-07-12;1730;1730;865;26;13;RUB;null;null;1704;852;0.5
0;KZ75125RUB2069100101;2016-07-13;1721;1721;860.5;null;null;RUB;9;4.5;1730;865;0.5
0;KZ75125RUB2069100101;2016-07-14;1793;1793;896.5;72;36;RUB;null;null;1721;860.5;0.5
0;KZ75125RUB2069100101;2016-07-15;1823;1823;911.5;30;15;RUB;null;null;1793;896.5;0.5
0;KZ75125RUB2069100101;2016-07-16;1851;1851;925.5;28;14;RUB;null;null;1823;911.5;0.5
0;KZ75125RUB2069100101;2016-07-17;1942;1942;971;91;45.5;RUB;null;null;1851;925.5;0.5
0;KZ75125RUB2069100101;2016-07-18;2020;2020;1010;78;39;RUB;null;null;1942;971;0.5
0;KZ75125RUB2069100101;2016-07-19;1967;1967;983.5;null;null;RUB;53;26.5;2020;1010;0.5
0;KZ75125RUB2069100101;2016-07-20;1950;1950;975;null;null;RUB;17;8.5;1967;983.5;0.5
0;KZ75125RUB2069100101;2016-07-21;1953;1953;976.5;3;1.5;RUB;null;null;1950;975;0.5
0;KZ75125RUB2069100101;2016-07-22;2028;2028;1014;75;37.5;RUB;null;null;1953;976.5;0.5
0;KZ75125RUB2069100101;2016-07-23;1931;1931;965.5;null;null;RUB;97;48.5;2028;1014;0.5
0;KZ75125RUB2069100101;2016-07-24;1960;1960;980;29;14.5;RUB;null;null;1931;965.5;0.5
0;KZ75125RUB2069100101;2016-07-25;1960;1960;980;null;null;RUB;0;0;1960;980;0.5
0;KZ75125RUB2069100101;2016-07-26;1921;1921;960.5;null;null;RUB;39;19.5;1960;980;0.5
0;KZ75125RUB2069100101;2016-07-27;1829;1829;914.5;null;null;RUB;92;46;1921;960.5;0.5
0;KZ75125RUB2069100101;2016-07-28;1739;1739;869.5;null;null;RUB;90;45;1829;914.5;0.5
0;KZ75125RUB2069100101;2016-07-29;1734;1734;867;null;null;RUB;5;2.5;1739;869.5;0.5
0;KZ75125RUB2069100101;2016-07-30;1666;1666;833;null;null;RUB;68;34;1734;867;0.5
0;KZ75125RUB2069100101;2016-07-31;1686;1686;843;20;10;RUB;null;null;1666;833;0.5
0;KZ75125RUB2069100101;2016-08-01;1708;1708;854;22;11;RUB;null;null;1686;843;0.5
0;KZ75125RUB2069100101;2016-08-02;1669;1669;834.5;null;null;RUB;39;19.5;1708;854;0.5
0;KZ75125RUB2069100101;2016-08-03;1697;1697;848.5;28;14;RUB;null;null;1669;834.5;0.5
0;KZ75125RUB2069100101;2016-08-04;1637;1637;818.5;null;null;RUB;60;30;1697;848.5;0.5
0;KZ75125RUB2069100101;2016-08-05;1662;1662;831;25;12.5;RUB;null;null;1637;818.5;0.5
0;KZ75125RUB2069100101;2016-08-06;1761;1761;880.5;99;49.5;RUB;null;null;1662;831;0.5
0;KZ75125RUB2069100101;2016-08-07;1789;1789;894.5;28;14;RUB;null;null;1761;880.5;0.5
0;KZ75125RUB2069100101;2016-08-08;1742;1742;871;null;null;RUB;47;23.5;1789;894.5;0.5
0;KZ75125RUB2069100101;2016-08-09;1804;1804;902;62;31;RUB;null;null;1742;871;0.5
0;KZ75125RUB2069100101;2016-08-10;1804;1804;902;null;null;RUB;0;0;1804;902;0.5
0;KZ75125RUB2069100101;2016-08-11;1860;1860;930;56;28;RUB;null;null;1804;902;0.5
0;KZ75125RUB2069100101;2016-08-12;1825;1825;912.5;null;null;RUB;35;17.5;1860;930;0.5
0;KZ75125RUB2069100101;2016-08-13;1781;1781;890.5;null;null;RUB;44;22;1825;912.5;0.5
0;KZ75125RUB2069100101;2016-08-14;1702;1702;851;null;null;RUB;79;39.5;1781;890.5;0.5
0;KZ75125RUB2069100101;2016-08-15;1682;1682;841;null;null;RUB;20;10;1702;851;0.5
0;KZ75125RUB2069100101;2016-08-16;1623;1623;811.5;null;null;RUB;59;29.5;1682;841;0.5
0;KZ75125RUB2069100101;2016-08-17;1710;1710;855;87;43.5;RUB;null;null;1623;811.5;0.5
0;KZ75125RUB2069100101;2016-08-18;1712;1712;856;2;1;RUB;null;null;1710;855;0.5
0;KZ75125RUB2069100101;2016-08-19;1731;1731;865.5;19;9.5;RUB;null;null;1712;856;0.5
0;KZ75125RUB2069100101;2016-08-20;1658;1658;829;null;null;RUB;73;36.5;1731;865.5;0.5
