id_1;is_deleted;account_id;balance_date;closing_available_balance;closing_balance;closing_balance_national;credit_turn_over;credit_turn_over_national;currency;debet_turn_over;debet_turn_over_national;opening_balance;opening_balance_national;rate
682;0;KZ75125KZT2069100100;2017-03-22;38;38;38;null;null;KZT;6;6;44;44;1
683;0;KZ75125KZT2069100100;2017-03-23;66;66;66;28;28;KZT;null;null;38;38;1
684;0;KZ75125KZT2069100100;2017-03-24;128;128;128;62;62;KZT;null;null;66;66;1
685;0;KZ75125KZT2069100100;2017-03-25;101;101;101;null;null;KZT;27;27;128;128;1
686;0;KZ75125KZT2069100100;2017-03-26;171;171;171;70;70;KZT;null;null;101;101;1
687;0;KZ75125KZT2069100100;2017-03-27;135;135;135;null;null;KZT;36;36;171;171;1
688;0;KZ75125KZT2069100100;2017-03-28;125;125;125;null;null;KZT;10;10;135;135;1
689;0;KZ75125KZT2069100100;2017-03-29;71;71;71;null;null;KZT;54;54;125;125;1
690;0;KZ75125KZT2069100100;2017-03-30;-13;-13;-13;null;null;KZT;84;84;71;71;1
691;0;KZ75125KZT2069100100;2017-03-31;-55;-55;-55;null;null;KZT;42;42;-13;-13;1
692;0;KZ75125KZT2069100100;2017-04-01;-86;-86;-86;null;null;KZT;31;31;-55;-55;1
693;0;KZ75125KZT2069100100;2017-04-02;-50;-50;-50;36;36;KZT;null;null;-86;-86;1
694;0;KZ75125KZT2069100100;2017-04-03;-9;-9;-9;41;41;KZT;null;null;-50;-50;1
695;0;KZ75125KZT2069100100;2017-04-04;-30;-30;-30;null;null;KZT;21;21;-9;-9;1
696;0;KZ75125KZT2069100100;2017-04-05;60;60;60;90;90;KZT;null;null;-30;-30;1
697;0;KZ75125KZT2069100100;2017-04-06;61;61;61;1;1;KZT;null;null;60;60;1
698;0;KZ75125KZT2069100100;2017-04-07;86;86;86;25;25;KZT;null;null;61;61;1
699;0;KZ75125KZT2069100100;2017-04-08;98;98;98;12;12;KZT;null;null;86;86;1
700;0;KZ75125KZT2069100100;2017-04-09;61;61;61;null;null;KZT;37;37;98;98;1
701;0;KZ75125KZT2069100100;2017-04-10;141;141;141;80;80;KZT;null;null;61;61;1
702;0;KZ75125KZT2069100100;2017-04-11;103;103;103;null;null;KZT;38;38;141;141;1
703;0;KZ75125KZT2069100100;2017-04-12;106;106;106;3;3;KZT;null;null;103;103;1
704;0;KZ75125KZT2069100100;2017-04-13;52;52;52;null;null;KZT;54;54;106;106;1
705;0;KZ75125KZT2069100100;2017-04-14;69;69;69;17;17;KZT;null;null;52;52;1
706;0;KZ75125KZT2069100100;2017-04-15;104;104;104;35;35;KZT;null;null;69;69;1
707;0;KZ75125KZT2069100100;2017-04-16;180;180;180;76;76;KZT;null;null;104;104;1
708;0;KZ75125KZT2069100100;2017-04-17;233;233;233;53;53;KZT;null;null;180;180;1
709;0;KZ75125KZT2069100100;2017-04-18;137;137;137;null;null;KZT;96;96;233;233;1
710;0;KZ75125KZT2069100100;2017-04-19;223;223;223;86;86;KZT;null;null;137;137;1
711;0;KZ75125KZT2069100100;2017-04-20;124;124;124;null;null;KZT;99;99;223;223;1
712;0;KZ75125KZT2069100100;2017-04-21;209;209;209;85;85;KZT;null;null;124;124;1
713;0;KZ75125KZT2069100100;2017-04-22;236;236;236;27;27;KZT;null;null;209;209;1
714;0;KZ75125KZT2069100100;2017-04-23;246;246;246;10;10;KZT;null;null;236;236;1
715;0;KZ75125KZT2069100100;2017-04-24;167;167;167;null;null;KZT;79;79;246;246;1
716;0;KZ75125KZT2069100100;2017-04-25;166;166;166;null;null;KZT;1;1;167;167;1
717;0;KZ75125KZT2069100100;2017-04-26;109;109;109;null;null;KZT;57;57;166;166;1
718;0;KZ75125KZT2069100100;2017-04-27;145;145;145;36;36;KZT;null;null;109;109;1
719;0;KZ75125KZT2069100100;2017-04-28;121;121;121;null;null;KZT;24;24;145;145;1
720;0;KZ75125KZT2069100100;2017-04-29;93;93;93;null;null;KZT;28;28;121;121;1
721;0;KZ75125KZT2069100100;2017-04-30;11;11;11;null;null;KZT;82;82;93;93;1
722;0;KZ75125KZT2069100100;2017-05-01;-10;-10;-10;null;null;KZT;21;21;11;11;1
723;0;KZ75125KZT2069100100;2017-05-02;28;28;28;38;38;KZT;null;null;-10;-10;1
724;0;KZ75125KZT2069100100;2017-05-03;122;122;122;94;94;KZT;null;null;28;28;1
725;0;KZ75125KZT2069100100;2017-05-04;57;57;57;null;null;KZT;65;65;122;122;1
726;0;KZ75125KZT2069100100;2017-05-05;49;49;49;null;null;KZT;8;8;57;57;1
727;0;KZ75125KZT2069100100;2017-05-06;26;26;26;null;null;KZT;23;23;49;49;1
728;0;KZ75125KZT2069100100;2017-05-07;101;101;101;75;75;KZT;null;null;26;26;1
729;0;KZ75125KZT2069100100;2017-05-08;9;9;9;null;null;KZT;92;92;101;101;1
730;0;KZ75125KZT2069100100;2017-05-09;91;91;91;82;82;KZT;null;null;9;9;1
731;0;KZ75125KZT2069100100;2017-05-10;105;105;105;14;14;KZT;null;null;91;91;1
732;0;KZ75125KZT2069100100;2017-05-11;87;87;87;null;null;KZT;18;18;105;105;1
733;0;KZ75125KZT2069100100;2017-05-12;23;23;23;null;null;KZT;64;64;87;87;1
734;0;KZ75125KZT2069100100;2017-05-13;-29;-29;-29;null;null;KZT;52;52;23;23;1
735;0;KZ75125KZT2069100100;2017-05-14;48;48;48;77;77;KZT;null;null;-29;-29;1
736;0;KZ75125KZT2069100100;2017-05-15;144;144;144;96;96;KZT;null;null;48;48;1
737;0;KZ75125KZT2069100100;2017-05-16;77;77;77;null;null;KZT;67;67;144;144;1
738;0;KZ75125KZT2069100100;2017-05-17;128;128;128;51;51;KZT;null;null;77;77;1
739;0;KZ75125KZT2069100100;2017-05-18;120;120;120;null;null;KZT;8;8;128;128;1
740;0;KZ75125KZT2069100100;2017-05-19;183;183;183;63;63;KZT;null;null;120;120;1
741;0;KZ75125KZT2069100100;2017-05-20;199;199;199;16;16;KZT;null;null;183;183;1
742;0;KZ75125KZT2069100100;2017-05-21;291;291;291;92;92;KZT;null;null;199;199;1
743;0;KZ75125KZT2069100100;2017-05-22;221;221;221;null;null;KZT;70;70;291;291;1
744;0;KZ75125KZT2069100100;2017-05-23;276;276;276;55;55;KZT;null;null;221;221;1
745;0;KZ75125KZT2069100100;2017-05-24;232;232;232;null;null;KZT;44;44;276;276;1
746;0;KZ75125KZT2069100100;2017-05-25;201;201;201;null;null;KZT;31;31;232;232;1
747;0;KZ75125KZT2069100100;2017-05-26;256;256;256;55;55;KZT;null;null;201;201;1
748;0;KZ75125KZT2069100100;2017-05-27;269;269;269;13;13;KZT;null;null;256;256;1
749;0;KZ75125KZT2069100100;2017-05-28;278;278;278;9;9;KZT;null;null;269;269;1
750;0;KZ75125KZT2069100100;2017-05-29;322;322;322;44;44;KZT;null;null;278;278;1
751;0;KZ75125KZT2069100100;2017-05-30;259;259;259;null;null;KZT;63;63;322;322;1
752;0;KZ75125KZT2069100100;2017-05-31;309;309;309;50;50;KZT;null;null;259;259;1
753;0;KZ75125KZT2069100100;2017-06-01;212;212;212;null;null;KZT;97;97;309;309;1
754;0;KZ75125KZT2069100100;2017-06-02;224;224;224;12;12;KZT;null;null;212;212;1
755;0;KZ75125KZT2069100100;2017-06-03;200;200;200;null;null;KZT;24;24;224;224;1
756;0;KZ75125KZT2069100100;2017-06-04;291;291;291;91;91;KZT;null;null;200;200;1
757;0;KZ75125KZT2069100100;2017-06-05;227;227;227;null;null;KZT;64;64;291;291;1
758;0;KZ75125KZT2069100100;2017-06-06;141;141;141;null;null;KZT;86;86;227;227;1
759;0;KZ75125KZT2069100100;2017-06-07;46;46;46;null;null;KZT;95;95;141;141;1
760;0;KZ75125KZT2069100100;2017-06-08;-37;-37;-37;null;null;KZT;83;83;46;46;1
761;0;KZ75125KZT2069100100;2017-06-09;-48;-48;-48;null;null;KZT;11;11;-37;-37;1
762;0;KZ75125KZT2069100100;2017-06-10;22;22;22;70;70;KZT;null;null;-48;-48;1
763;0;KZ75125KZT2069100100;2017-06-11;61;61;61;39;39;KZT;null;null;22;22;1
764;0;KZ75125KZT2069100100;2017-06-12;85;85;85;24;24;KZT;null;null;61;61;1
765;0;KZ75125RUB2069100101;2015-05-11;70;70;35;null;null;RUB;30;15;100;50;0.5
766;0;KZ75125RUB2069100101;2015-05-12;116;116;58;46;23;RUB;null;null;70;35;0.5
767;0;KZ75125RUB2069100101;2015-05-13;56;56;28;null;null;RUB;60;30;116;58;0.5
768;0;KZ75125RUB2069100101;2015-05-14;143;143;71.5;87;43.5;RUB;null;null;56;28;0.5
769;0;KZ75125RUB2069100101;2015-05-15;157;157;78.5;14;7;RUB;null;null;143;71.5;0.5
770;0;KZ75125RUB2069100101;2015-05-16;116;116;58;null;null;RUB;41;20.5;157;78.5;0.5
771;0;KZ75125RUB2069100101;2015-05-17;41;41;20.5;null;null;RUB;75;37.5;116;58;0.5
772;0;KZ75125RUB2069100101;2015-05-18;122;122;61;81;40.5;RUB;null;null;41;20.5;0.5
773;0;KZ75125RUB2069100101;2015-05-19;201;201;100.5;79;39.5;RUB;null;null;122;61;0.5
774;0;KZ75125RUB2069100101;2015-05-20;294;294;147;93;46.5;RUB;null;null;201;100.5;0.5
775;0;KZ75125RUB2069100101;2015-05-21;336;336;168;42;21;RUB;null;null;294;147;0.5
776;0;KZ75125RUB2069100101;2015-05-22;332;332;166;null;null;RUB;4;2;336;168;0.5
777;0;KZ75125RUB2069100101;2015-05-23;420;420;210;88;44;RUB;null;null;332;166;0.5
778;0;KZ75125RUB2069100101;2015-05-24;504;504;252;84;42;RUB;null;null;420;210;0.5
779;0;KZ75125RUB2069100101;2015-05-25;514;514;257;10;5;RUB;null;null;504;252;0.5
780;0;KZ75125RUB2069100101;2015-05-26;511;511;255.5;null;null;RUB;3;1.5;514;257;0.5
781;0;KZ75125RUB2069100101;2015-05-27;419;419;209.5;null;null;RUB;92;46;511;255.5;0.5
782;0;KZ75125RUB2069100101;2015-05-28;384;384;192;null;null;RUB;35;17.5;419;209.5;0.5
783;0;KZ75125RUB2069100101;2015-05-29;354;354;177;null;null;RUB;30;15;384;192;0.5
784;0;KZ75125RUB2069100101;2015-05-30;356;356;178;2;1;RUB;null;null;354;177;0.5
785;0;KZ75125RUB2069100101;2015-05-31;428;428;214;72;36;RUB;null;null;356;178;0.5
786;0;KZ75125RUB2069100101;2015-06-01;412;412;206;null;null;RUB;16;8;428;214;0.5
787;0;KZ75125RUB2069100101;2015-06-02;429;429;214.5;17;8.5;RUB;null;null;412;206;0.5
788;0;KZ75125RUB2069100101;2015-06-03;495;495;247.5;66;33;RUB;null;null;429;214.5;0.5
789;0;KZ75125RUB2069100101;2015-06-04;410;410;205;null;null;RUB;85;42.5;495;247.5;0.5
790;0;KZ75125RUB2069100101;2015-06-05;432;432;216;22;11;RUB;null;null;410;205;0.5
791;0;KZ75125RUB2069100101;2015-06-06;343;343;171.5;null;null;RUB;89;44.5;432;216;0.5
792;0;KZ75125RUB2069100101;2015-06-07;442;442;221;99;49.5;RUB;null;null;343;171.5;0.5
793;0;KZ75125RUB2069100101;2015-06-08;536;536;268;94;47;RUB;null;null;442;221;0.5
794;0;KZ75125RUB2069100101;2015-06-09;569;569;284.5;33;16.5;RUB;null;null;536;268;0.5
795;0;KZ75125RUB2069100101;2015-06-10;619;619;309.5;50;25;RUB;null;null;569;284.5;0.5
796;0;KZ75125RUB2069100101;2015-06-11;599;599;299.5;null;null;RUB;20;10;619;309.5;0.5
797;0;KZ75125RUB2069100101;2015-06-12;664;664;332;65;32.5;RUB;null;null;599;299.5;0.5
798;0;KZ75125RUB2069100101;2015-06-13;632;632;316;null;null;RUB;32;16;664;332;0.5
799;0;KZ75125RUB2069100101;2015-06-14;680;680;340;48;24;RUB;null;null;632;316;0.5
800;0;KZ75125RUB2069100101;2015-06-15;754;754;377;74;37;RUB;null;null;680;340;0.5
801;0;KZ75125RUB2069100101;2015-06-16;684;684;342;null;null;RUB;70;35;754;377;0.5
802;0;KZ75125RUB2069100101;2015-06-17;602;602;301;null;null;RUB;82;41;684;342;0.5
803;0;KZ75125RUB2069100101;2015-06-18;640;640;320;38;19;RUB;null;null;602;301;0.5
804;0;KZ75125RUB2069100101;2015-06-19;641;641;320.5;1;0.5;RUB;null;null;640;320;0.5
805;0;KZ75125RUB2069100101;2015-06-20;609;609;304.5;null;null;RUB;32;16;641;320.5;0.5
806;0;KZ75125RUB2069100101;2015-06-21;680;680;340;71;35.5;RUB;null;null;609;304.5;0.5
807;0;KZ75125RUB2069100101;2015-06-22;752;752;376;72;36;RUB;null;null;680;340;0.5
808;0;KZ75125RUB2069100101;2015-06-23;831;831;415.5;79;39.5;RUB;null;null;752;376;0.5
809;0;KZ75125RUB2069100101;2015-06-24;929;929;464.5;98;49;RUB;null;null;831;415.5;0.5
810;0;KZ75125RUB2069100101;2015-06-25;950;950;475;21;10.5;RUB;null;null;929;464.5;0.5
811;0;KZ75125RUB2069100101;2015-06-26;902;902;451;null;null;RUB;48;24;950;475;0.5
812;0;KZ75125RUB2069100101;2015-06-27;883;883;441.5;null;null;RUB;19;9.5;902;451;0.5
813;0;KZ75125RUB2069100101;2015-06-28;932;932;466;49;24.5;RUB;null;null;883;441.5;0.5
814;0;KZ75125RUB2069100101;2015-06-29;835;835;417.5;null;null;RUB;97;48.5;932;466;0.5
815;0;KZ75125RUB2069100101;2015-06-30;810;810;405;null;null;RUB;25;12.5;835;417.5;0.5
816;0;KZ75125RUB2069100101;2015-07-01;812;812;406;2;1;RUB;null;null;810;405;0.5
817;0;KZ75125RUB2069100101;2015-07-02;792;792;396;null;null;RUB;20;10;812;406;0.5
818;0;KZ75125RUB2069100101;2015-07-03;821;821;410.5;29;14.5;RUB;null;null;792;396;0.5
819;0;KZ75125RUB2069100101;2015-07-04;900;900;450;79;39.5;RUB;null;null;821;410.5;0.5
820;0;KZ75125RUB2069100101;2015-07-05;985;985;492.5;85;42.5;RUB;null;null;900;450;0.5
821;0;KZ75125RUB2069100101;2015-07-06;976;976;488;null;null;RUB;9;4.5;985;492.5;0.5
822;0;KZ75125RUB2069100101;2015-07-07;895;895;447.5;null;null;RUB;81;40.5;976;488;0.5
823;0;KZ75125RUB2069100101;2015-07-08;824;824;412;null;null;RUB;71;35.5;895;447.5;0.5
824;0;KZ75125RUB2069100101;2015-07-09;891;891;445.5;67;33.5;RUB;null;null;824;412;0.5
825;0;KZ75125RUB2069100101;2015-07-10;963;963;481.5;72;36;RUB;null;null;891;445.5;0.5
826;0;KZ75125RUB2069100101;2015-07-11;981;981;490.5;18;9;RUB;null;null;963;481.5;0.5
827;0;KZ75125RUB2069100101;2015-07-12;1045;1045;522.5;64;32;RUB;null;null;981;490.5;0.5
828;0;KZ75125RUB2069100101;2015-07-13;1093;1093;546.5;48;24;RUB;null;null;1045;522.5;0.5
829;0;KZ75125RUB2069100101;2015-07-14;1172;1172;586;79;39.5;RUB;null;null;1093;546.5;0.5
830;0;KZ75125RUB2069100101;2015-07-15;1126;1126;563;null;null;RUB;46;23;1172;586;0.5
831;0;KZ75125RUB2069100101;2015-07-16;1201;1201;600.5;75;37.5;RUB;null;null;1126;563;0.5
832;0;KZ75125RUB2069100101;2015-07-17;1170;1170;585;null;null;RUB;31;15.5;1201;600.5;0.5
833;0;KZ75125RUB2069100101;2015-07-18;1200;1200;600;30;15;RUB;null;null;1170;585;0.5
834;0;KZ75125RUB2069100101;2015-07-19;1206;1206;603;6;3;RUB;null;null;1200;600;0.5
835;0;KZ75125RUB2069100101;2015-07-20;1270;1270;635;64;32;RUB;null;null;1206;603;0.5
836;0;KZ75125RUB2069100101;2015-07-21;1196;1196;598;null;null;RUB;74;37;1270;635;0.5
837;0;KZ75125RUB2069100101;2015-07-22;1218;1218;609;22;11;RUB;null;null;1196;598;0.5
838;0;KZ75125RUB2069100101;2015-07-23;1295;1295;647.5;77;38.5;RUB;null;null;1218;609;0.5
839;0;KZ75125RUB2069100101;2015-07-24;1198;1198;599;null;null;RUB;97;48.5;1295;647.5;0.5
840;0;KZ75125RUB2069100101;2015-07-25;1274;1274;637;76;38;RUB;null;null;1198;599;0.5
841;0;KZ75125RUB2069100101;2015-07-26;1369;1369;684.5;95;47.5;RUB;null;null;1274;637;0.5
842;0;KZ75125RUB2069100101;2015-07-27;1330;1330;665;null;null;RUB;39;19.5;1369;684.5;0.5
843;0;KZ75125RUB2069100101;2015-07-28;1362;1362;681;32;16;RUB;null;null;1330;665;0.5
844;0;KZ75125RUB2069100101;2015-07-29;1402;1402;701;40;20;RUB;null;null;1362;681;0.5
845;0;KZ75125RUB2069100101;2015-07-30;1382;1382;691;null;null;RUB;20;10;1402;701;0.5
846;0;KZ75125RUB2069100101;2015-07-31;1342;1342;671;null;null;RUB;40;20;1382;691;0.5
847;0;KZ75125RUB2069100101;2015-08-01;1300;1300;650;null;null;RUB;42;21;1342;671;0.5
848;0;KZ75125RUB2069100101;2015-08-02;1399;1399;699.5;99;49.5;RUB;null;null;1300;650;0.5
849;0;KZ75125RUB2069100101;2015-08-03;1429;1429;714.5;30;15;RUB;null;null;1399;699.5;0.5
850;0;KZ75125RUB2069100101;2015-08-04;1337;1337;668.5;null;null;RUB;92;46;1429;714.5;0.5
851;0;KZ75125RUB2069100101;2015-08-05;1343;1343;671.5;6;3;RUB;null;null;1337;668.5;0.5
852;0;KZ75125RUB2069100101;2015-08-06;1374;1374;687;31;15.5;RUB;null;null;1343;671.5;0.5
853;0;KZ75125RUB2069100101;2015-08-07;1411;1411;705.5;37;18.5;RUB;null;null;1374;687;0.5
854;0;KZ75125RUB2069100101;2015-08-08;1328;1328;664;null;null;RUB;83;41.5;1411;705.5;0.5
855;0;KZ75125RUB2069100101;2015-08-09;1405;1405;702.5;77;38.5;RUB;null;null;1328;664;0.5
856;0;KZ75125RUB2069100101;2015-08-10;1461;1461;730.5;56;28;RUB;null;null;1405;702.5;0.5
857;0;KZ75125RUB2069100101;2015-08-11;1373;1373;686.5;null;null;RUB;88;44;1461;730.5;0.5
858;0;KZ75125RUB2069100101;2015-08-12;1448;1448;724;75;37.5;RUB;null;null;1373;686.5;0.5
859;0;KZ75125RUB2069100101;2015-08-13;1537;1537;768.5;89;44.5;RUB;null;null;1448;724;0.5
860;0;KZ75125RUB2069100101;2015-08-14;1505;1505;752.5;null;null;RUB;32;16;1537;768.5;0.5
861;0;KZ75125RUB2069100101;2015-08-15;1517;1517;758.5;12;6;RUB;null;null;1505;752.5;0.5
862;0;KZ75125RUB2069100101;2015-08-16;1584;1584;792;67;33.5;RUB;null;null;1517;758.5;0.5
863;0;KZ75125RUB2069100101;2015-08-17;1547;1547;773.5;null;null;RUB;37;18.5;1584;792;0.5
864;0;KZ75125RUB2069100101;2015-08-18;1586;1586;793;39;19.5;RUB;null;null;1547;773.5;0.5
865;0;KZ75125RUB2069100101;2015-08-19;1550;1550;775;null;null;RUB;36;18;1586;793;0.5
866;0;KZ75125RUB2069100101;2015-08-20;1537;1537;768.5;null;null;RUB;13;6.5;1550;775;0.5
867;0;KZ75125RUB2069100101;2015-08-21;1630;1630;815;93;46.5;RUB;null;null;1537;768.5;0.5
868;0;KZ75125RUB2069100101;2015-08-22;1576;1576;788;null;null;RUB;54;27;1630;815;0.5
869;0;KZ75125RUB2069100101;2015-08-23;1663;1663;831.5;87;43.5;RUB;null;null;1576;788;0.5
870;0;KZ75125RUB2069100101;2015-08-24;1744;1744;872;81;40.5;RUB;null;null;1663;831.5;0.5
871;0;KZ75125RUB2069100101;2015-08-25;1740;1740;870;null;null;RUB;4;2;1744;872;0.5
872;0;KZ75125RUB2069100101;2015-08-26;1654;1654;827;null;null;RUB;86;43;1740;870;0.5
873;0;KZ75125RUB2069100101;2015-08-27;1747;1747;873.5;93;46.5;RUB;null;null;1654;827;0.5
874;0;KZ75125RUB2069100101;2015-08-28;1681;1681;840.5;null;null;RUB;66;33;1747;873.5;0.5
875;0;KZ75125RUB2069100101;2015-08-29;1738;1738;869;57;28.5;RUB;null;null;1681;840.5;0.5
876;0;KZ75125RUB2069100101;2015-08-30;1776;1776;888;38;19;RUB;null;null;1738;869;0.5
877;0;KZ75125RUB2069100101;2015-08-31;1835;1835;917.5;59;29.5;RUB;null;null;1776;888;0.5
878;0;KZ75125RUB2069100101;2015-09-01;1878;1878;939;43;21.5;RUB;null;null;1835;917.5;0.5
879;0;KZ75125RUB2069100101;2015-09-02;1902;1902;951;24;12;RUB;null;null;1878;939;0.5
880;0;KZ75125RUB2069100101;2015-09-03;1844;1844;922;null;null;RUB;58;29;1902;951;0.5
881;0;KZ75125RUB2069100101;2015-09-04;1861;1861;930.5;17;8.5;RUB;null;null;1844;922;0.5
882;0;KZ75125RUB2069100101;2015-09-05;1947;1947;973.5;86;43;RUB;null;null;1861;930.5;0.5
883;0;KZ75125RUB2069100101;2015-09-06;2044;2044;1022;97;48.5;RUB;null;null;1947;973.5;0.5
884;0;KZ75125RUB2069100101;2015-09-07;1956;1956;978;null;null;RUB;88;44;2044;1022;0.5
885;0;KZ75125RUB2069100101;2015-09-08;1993;1993;996.5;37;18.5;RUB;null;null;1956;978;0.5
886;0;KZ75125RUB2069100101;2015-09-09;2007;2007;1003.5;14;7;RUB;null;null;1993;996.5;0.5
887;0;KZ75125RUB2069100101;2015-09-10;1913;1913;956.5;null;null;RUB;94;47;2007;1003.5;0.5
888;0;KZ75125RUB2069100101;2015-09-11;1900;1900;950;null;null;RUB;13;6.5;1913;956.5;0.5
889;0;KZ75125RUB2069100101;2015-09-12;1830;1830;915;null;null;RUB;70;35;1900;950;0.5
890;0;KZ75125RUB2069100101;2015-09-13;1746;1746;873;null;null;RUB;84;42;1830;915;0.5
891;0;KZ75125RUB2069100101;2015-09-14;1648;1648;824;null;null;RUB;98;49;1746;873;0.5
892;0;KZ75125RUB2069100101;2015-09-15;1721;1721;860.5;73;36.5;RUB;null;null;1648;824;0.5
893;0;KZ75125RUB2069100101;2015-09-16;1751;1751;875.5;30;15;RUB;null;null;1721;860.5;0.5
894;0;KZ75125RUB2069100101;2015-09-17;1677;1677;838.5;null;null;RUB;74;37;1751;875.5;0.5
895;0;KZ75125RUB2069100101;2015-09-18;1713;1713;856.5;36;18;RUB;null;null;1677;838.5;0.5
896;0;KZ75125RUB2069100101;2015-09-19;1673;1673;836.5;null;null;RUB;40;20;1713;856.5;0.5
897;0;KZ75125RUB2069100101;2015-09-20;1585;1585;792.5;null;null;RUB;88;44;1673;836.5;0.5
898;0;KZ75125RUB2069100101;2015-09-21;1500;1500;750;null;null;RUB;85;42.5;1585;792.5;0.5
899;0;KZ75125RUB2069100101;2015-09-22;1521;1521;760.5;21;10.5;RUB;null;null;1500;750;0.5
900;0;KZ75125RUB2069100101;2015-09-23;1495;1495;747.5;null;null;RUB;26;13;1521;760.5;0.5
901;0;KZ75125RUB2069100101;2015-09-24;1484;1484;742;null;null;RUB;11;5.5;1495;747.5;0.5
902;0;KZ75125RUB2069100101;2015-09-25;1552;1552;776;68;34;RUB;null;null;1484;742;0.5
903;0;KZ75125RUB2069100101;2015-09-26;1518;1518;759;null;null;RUB;34;17;1552;776;0.5
904;0;KZ75125RUB2069100101;2015-09-27;1605;1605;802.5;87;43.5;RUB;null;null;1518;759;0.5
905;0;KZ75125RUB2069100101;2015-09-28;1531;1531;765.5;null;null;RUB;74;37;1605;802.5;0.5
906;0;KZ75125RUB2069100101;2015-09-29;1536;1536;768;5;2.5;RUB;null;null;1531;765.5;0.5
907;0;KZ75125RUB2069100101;2015-09-30;1519;1519;759.5;null;null;RUB;17;8.5;1536;768;0.5
908;0;KZ75125RUB2069100101;2015-10-01;1536;1536;768;17;8.5;RUB;null;null;1519;759.5;0.5
909;0;KZ75125RUB2069100101;2015-10-02;1562;1562;781;26;13;RUB;null;null;1536;768;0.5
910;0;KZ75125RUB2069100101;2015-10-03;1490;1490;745;null;null;RUB;72;36;1562;781;0.5
911;0;KZ75125RUB2069100101;2015-10-04;1504;1504;752;14;7;RUB;null;null;1490;745;0.5
912;0;KZ75125RUB2069100101;2015-10-05;1460;1460;730;null;null;RUB;44;22;1504;752;0.5
913;0;KZ75125RUB2069100101;2015-10-06;1554;1554;777;94;47;RUB;null;null;1460;730;0.5
914;0;KZ75125RUB2069100101;2015-10-07;1635;1635;817.5;81;40.5;RUB;null;null;1554;777;0.5
915;0;KZ75125RUB2069100101;2015-10-08;1701;1701;850.5;66;33;RUB;null;null;1635;817.5;0.5
916;0;KZ75125RUB2069100101;2015-10-09;1715;1715;857.5;14;7;RUB;null;null;1701;850.5;0.5
917;0;KZ75125RUB2069100101;2015-10-10;1809;1809;904.5;94;47;RUB;null;null;1715;857.5;0.5
918;0;KZ75125RUB2069100101;2015-10-11;1731;1731;865.5;null;null;RUB;78;39;1809;904.5;0.5
919;0;KZ75125RUB2069100101;2015-10-12;1827;1827;913.5;96;48;RUB;null;null;1731;865.5;0.5
920;0;KZ75125RUB2069100101;2015-10-13;1826;1826;913;null;null;RUB;1;0.5;1827;913.5;0.5
921;0;KZ75125RUB2069100101;2015-10-14;1842;1842;921;16;8;RUB;null;null;1826;913;0.5
922;0;KZ75125RUB2069100101;2015-10-15;1851;1851;925.5;9;4.5;RUB;null;null;1842;921;0.5
923;0;KZ75125RUB2069100101;2015-10-16;1926;1926;963;75;37.5;RUB;null;null;1851;925.5;0.5
924;0;KZ75125RUB2069100101;2015-10-17;1951;1951;975.5;25;12.5;RUB;null;null;1926;963;0.5
925;0;KZ75125RUB2069100101;2015-10-18;1888;1888;944;null;null;RUB;63;31.5;1951;975.5;0.5
926;0;KZ75125RUB2069100101;2015-10-19;1975;1975;987.5;87;43.5;RUB;null;null;1888;944;0.5
927;0;KZ75125RUB2069100101;2015-10-20;1946;1946;973;null;null;RUB;29;14.5;1975;987.5;0.5
928;0;KZ75125RUB2069100101;2015-10-21;1859;1859;929.5;null;null;RUB;87;43.5;1946;973;0.5
929;0;KZ75125RUB2069100101;2015-10-22;1765;1765;882.5;null;null;RUB;94;47;1859;929.5;0.5
930;0;KZ75125RUB2069100101;2015-10-23;1781;1781;890.5;16;8;RUB;null;null;1765;882.5;0.5
931;0;KZ75125RUB2069100101;2015-10-24;1819;1819;909.5;38;19;RUB;null;null;1781;890.5;0.5
932;0;KZ75125RUB2069100101;2015-10-25;1844;1844;922;25;12.5;RUB;null;null;1819;909.5;0.5
933;0;KZ75125RUB2069100101;2015-10-26;1915;1915;957.5;71;35.5;RUB;null;null;1844;922;0.5
934;0;KZ75125RUB2069100101;2015-10-27;1903;1903;951.5;null;null;RUB;12;6;1915;957.5;0.5
935;0;KZ75125RUB2069100101;2015-10-28;1903;1903;951.5;null;null;RUB;0;0;1903;951.5;0.5
936;0;KZ75125RUB2069100101;2015-10-29;1835;1835;917.5;null;null;RUB;68;34;1903;951.5;0.5
937;0;KZ75125RUB2069100101;2015-10-30;1843;1843;921.5;8;4;RUB;null;null;1835;917.5;0.5
938;0;KZ75125RUB2069100101;2015-10-31;1937;1937;968.5;94;47;RUB;null;null;1843;921.5;0.5
939;0;KZ75125RUB2069100101;2015-11-01;2011;2011;1005.5;74;37;RUB;null;null;1937;968.5;0.5
940;0;KZ75125RUB2069100101;2015-11-02;2056;2056;1028;45;22.5;RUB;null;null;2011;1005.5;0.5
941;0;KZ75125RUB2069100101;2015-11-03;2036;2036;1018;null;null;RUB;20;10;2056;1028;0.5
942;0;KZ75125RUB2069100101;2015-11-04;2000;2000;1000;null;null;RUB;36;18;2036;1018;0.5
943;0;KZ75125RUB2069100101;2015-11-05;1987;1987;993.5;null;null;RUB;13;6.5;2000;1000;0.5
944;0;KZ75125RUB2069100101;2015-11-06;1955;1955;977.5;null;null;RUB;32;16;1987;993.5;0.5
